228,00;"LNP ";"2";"2";;"LNPB_4B13-0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
233,00;"PTEL";"2";;15;"EPOS_015";20 03 0F 00 ;"20030F00";;;;6;484;0;;;;;;;;;0;15;;;;;;;;;;;;;;;;;;;"11";;
235,00;"LNP ";"2";"1";;"LNPA_2B15-0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
236,00;"LNP ";"2";"2";;"LNPB_4B15-0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
238,00;"PTAC";"2";"0";161;"POTAC_16";20 03 01 10 ;"20030110";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
239,00;"LNP ";"2";"1";;"LNPA_2B01-1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240,00;"LNP ";"2";"2";;"LNPB_4B01-1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
241,00;"PTEL";"2";;17;"EPOS_017";20 03 02 10 ;"20030210";;;;6;70;0;;;;;;;;;0;17;;;;;;;;;;;;;;;;;;;"11";;
242,00;"PTAC";"2";"0";162;"POTAC_17";20 03 02 10 ;"20030210";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
243,00;"LNP ";"2";"1";;"LNPA_2B02-1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
244,00;"LNP ";"2";"2";;"LNPB_4B02-1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
245,00;"PTEL";"2";;18;"EPOS_018";20 03 03 10 ;"20030310";;;;6;102;0;;;;;;;;;0;18;;;;;;;;;;;;;;;;;;;"11";;
246,00;"PTAC";"2";"0";163;"POTAC_18";20 03 03 10 ;"20030310";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
247,00;"LNP ";"2";"1";;"LNPA_2B03-1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
248,00;"LNP ";"2";"2";;"LNPB_4B03-1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
249,00;"PTEL";"2";;19;"EPOS_019";20 03 04 10 ;"20030410";;;;6;134;0;;;;;;;;;0;19;;;;;;;;;;;;;;;;;;;"11";;
250,00;"PTAC";"2";"0";164;"POTAC_19";20 03 04 10 ;"20030410";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
251,00;"LNP ";"2";"1";;"LNPA_2B04-1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
252,00;"LNP ";"2";"2";;"LNPB_4B04-1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
257,00;"GPIF";"2";;2;"GPIF_6C";20 03 01 30 ;"20030130";;;;;32;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
258,00;"LNP ";"2";"1";;"LNPA_2B01-3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
259,00;"LNP ";"2";"2";;"LNPB_4B01-3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
